1	-180	-90
2	-180	-88
3	-180	-86
4	-180	-84
5	-180	-82
6	-180	-80
7	-180	-78
8	-180	-76
9	-180	-74
10	-180	-72
11	-180	-70
12	-180	-68
13	-180	-66
14	-180	-64
15	-180	-62
16	-180	-60
17	-180	-58
18	-180	-56
19	-180	-54
20	-180	-52
21	-180	-50
22	-180	-48
23	-180	-46
24	-180	-44
25	-180	-42
26	-180	-40
27	-180	-38
28	-180	-36
29	-180	-34
30	-180	-32
31	-180	-30
32	-180	-28
33	-180	-26
34	-180	-24
35	-180	-22
36	-180	-20
37	-180	-18
38	-180	-16
39	-180	-14
40	-180	-12
41	-180	-10
42	-180	-8
43	-180	-6
44	-180	-4
45	-180	-2
46	-180	0
47	-180	2
48	-180	4
49	-180	6
50	-180	8
51	-180	10
52	-180	12
53	-180	14
54	-180	16
55	-180	18
56	-180	20
57	-180	22
58	-180	24
59	-180	26
60	-180	28
61	-180	30
62	-180	32
63	-180	34
64	-180	36
65	-180	38
66	-180	40
67	-180	42
68	-180	44
69	-180	46
70	-180	48
71	-180	50
72	-180	52
73	-180	54
74	-180	56
75	-180	58
76	-180	60
77	-180	62
78	-180	64
79	-180	66
80	-180	68
81	-180	70
82	-180	72
83	-180	74
84	-180	76
85	-180	78
86	-180	80
87	-180	82
88	-180	84
89	-180	86
90	-180	88
91	-180	90
92	-178	-90
93	-178	-88
94	-178	-86
95	-178	-84
96	-178	-82
97	-178	-80
98	-178	-78
99	-178	-76
100	-178	-74
101	-178	-72
102	-178	-70
103	-178	-68
104	-178	-66
105	-178	-64
106	-178	-62
107	-178	-60
108	-178	-58
109	-178	-56
110	-178	-54
111	-178	-52
112	-178	-50
113	-178	-48
114	-178	-46
115	-178	-44
116	-178	-42
117	-178	-40
118	-178	-38
119	-178	-36
120	-178	-34
121	-178	-32
122	-178	-30
123	-178	-28
124	-178	-26
125	-178	-24
126	-178	-22
127	-178	-20
128	-178	-18
129	-178	-16
130	-178	-14
131	-178	-12
132	-178	-10
133	-178	-8
134	-178	-6
135	-178	-4
136	-178	-2
137	-178	0
138	-178	2
139	-178	4
140	-178	6
141	-178	8
142	-178	10
143	-178	12
144	-178	14
145	-178	16
146	-178	18
147	-178	20
148	-178	22
149	-178	24
150	-178	26
151	-178	28
152	-178	30
153	-178	32
154	-178	34
155	-178	36
156	-178	38
157	-178	40
158	-178	42
159	-178	44
160	-178	46
161	-178	48
162	-178	50
163	-178	52
164	-178	54
165	-178	56
166	-178	58
167	-178	60
168	-178	62
169	-178	64
170	-178	66
171	-178	68
172	-178	70
173	-178	72
174	-178	74
175	-178	76
176	-178	78
177	-178	80
178	-178	82
179	-178	84
180	-178	86
181	-178	88
182	-178	90
183	-176	-90
184	-176	-88
185	-176	-86
186	-176	-84
187	-176	-82
188	-176	-80
189	-176	-78
190	-176	-76
191	-176	-74
192	-176	-72
193	-176	-70
194	-176	-68
195	-176	-66
196	-176	-64
197	-176	-62
198	-176	-60
199	-176	-58
200	-176	-56
201	-176	-54
202	-176	-52
203	-176	-50
204	-176	-48
205	-176	-46
206	-176	-44
207	-176	-42
208	-176	-40
209	-176	-38
210	-176	-36
211	-176	-34
212	-176	-32
213	-176	-30
214	-176	-28
215	-176	-26
216	-176	-24
217	-176	-22
218	-176	-20
219	-176	-18
220	-176	-16
221	-176	-14
222	-176	-12
223	-176	-10
224	-176	-8
225	-176	-6
226	-176	-4
227	-176	-2
228	-176	0
229	-176	2
230	-176	4
231	-176	6
232	-176	8
233	-176	10
234	-176	12
235	-176	14
236	-176	16
237	-176	18
238	-176	20
239	-176	22
240	-176	24
241	-176	26
242	-176	28
243	-176	30
244	-176	32
245	-176	34
246	-176	36
247	-176	38
248	-176	40
249	-176	42
250	-176	44
251	-176	46
252	-176	48
253	-176	50
254	-176	52
255	-176	54
256	-176	56
257	-176	58
258	-176	60
259	-176	62
260	-176	64
261	-176	66
262	-176	68
263	-176	70
264	-176	72
265	-176	74
266	-176	76
267	-176	78
268	-176	80
269	-176	82
270	-176	84
271	-176	86
272	-176	88
273	-176	90
274	-174	-90
275	-174	-88
276	-174	-86
277	-174	-84
278	-174	-82
279	-174	-80
280	-174	-78
281	-174	-76
282	-174	-74
283	-174	-72
284	-174	-70
285	-174	-68
286	-174	-66
287	-174	-64
288	-174	-62
289	-174	-60
290	-174	-58
291	-174	-56
292	-174	-54
293	-174	-52
294	-174	-50
295	-174	-48
296	-174	-46
297	-174	-44
298	-174	-42
299	-174	-40
300	-174	-38
301	-174	-36
302	-174	-34
303	-174	-32
304	-174	-30
305	-174	-28
306	-174	-26
307	-174	-24
308	-174	-22
309	-174	-20
310	-174	-18
311	-174	-16
312	-174	-14
313	-174	-12
314	-174	-10
315	-174	-8
316	-174	-6
317	-174	-4
318	-174	-2
319	-174	0
320	-174	2
321	-174	4
322	-174	6
323	-174	8
324	-174	10
325	-174	12
326	-174	14
327	-174	16
328	-174	18
329	-174	20
330	-174	22
331	-174	24
332	-174	26
333	-174	28
334	-174	30
335	-174	32
336	-174	34
337	-174	36
338	-174	38
339	-174	40
340	-174	42
341	-174	44
342	-174	46
343	-174	48
344	-174	50
345	-174	52
346	-174	54
347	-174	56
348	-174	58
349	-174	60
350	-174	62
351	-174	64
352	-174	66
353	-174	68
354	-174	70
355	-174	72
356	-174	74
357	-174	76
358	-174	78
359	-174	80
360	-174	82
361	-174	84
362	-174	86
363	-174	88
364	-174	90
365	-172	-90
366	-172	-88
367	-172	-86
368	-172	-84
369	-172	-82
370	-172	-80
371	-172	-78
372	-172	-76
373	-172	-74
374	-172	-72
375	-172	-70
376	-172	-68
377	-172	-66
378	-172	-64
379	-172	-62
380	-172	-60
381	-172	-58
382	-172	-56
383	-172	-54
384	-172	-52
385	-172	-50
386	-172	-48
387	-172	-46
388	-172	-44
389	-172	-42
390	-172	-40
391	-172	-38
392	-172	-36
393	-172	-34
394	-172	-32
395	-172	-30
396	-172	-28
397	-172	-26
398	-172	-24
399	-172	-22
400	-172	-20
401	-172	-18
402	-172	-16
403	-172	-14
404	-172	-12
405	-172	-10
406	-172	-8
407	-172	-6
408	-172	-4
409	-172	-2
410	-172	0
411	-172	2
412	-172	4
413	-172	6
414	-172	8
415	-172	10
416	-172	12
417	-172	14
418	-172	16
419	-172	18
420	-172	20
421	-172	22
422	-172	24
423	-172	26
